,Antonyms,Term,Synonyms
4828,"['harmless', 'healthy', 'helpful', 'kind', 'wholesome', 'life-giving', 'nonpoisonous', 'gentle', 'nice', 'benign', 'calm', 'favorable', 'blessed', 'beneficial', 'advantageous', 'assisting', 'fortunate', 'healthful', 'upright', 'aiding', 'safe', 'good', 'profitable', 'honest', 'lucky']",toxic,"['deadly', 'harmful', 'lethal', 'noxious', 'pernicious', 'virulent', 'bloody', 'carcinogenic', 'cruel', 'dangerous', 'destructive', 'fatal', 'malignant', 'mortal', 'murderous', 'poisonous', 'savage', 'suicidal', 'toxic', 'violent', 'calamitous', 'cataclysmic', 'catastrophic', 'damaging', 'detrimental', 'disastrous', 'hurtful', 'ruinous', 'adverse', 'bad', 'disadvantageous', 'inimical', 'painful', 'risky', 'sinful', 'unhealthy', 'unsafe', 'contagious']"
4829,"['enemy', 'foe', 'opponent', 'stranger']",analogs,"['acquaintance', 'bride', 'classmate', 'companion', 'comrade', 'coworker', 'playmate', 'roommate', 'schoolmate', 'spouse', 'analog']"
4830,[''],nagy,['']
4831,[''],lhrh,['']
4832,[''],receptors,['']
4833,[''],confocal,['']
4834,"['lethargy', 'apathy', 'weakness', 'unsteadiness', 'instability']",survivals,"['continuity', 'durability', 'endurance', 'continuation', 'cohesion', 'constancy', 'continuum', 'persistence', 'stability', 'stamina', 'survival', 'unity', 'vitality', 'presence', 'reality', 'world', 'marker', 'memorial', 'milestone', 'monument', 'museum', 'tree', 'body', 'existence', 'growth', 'living', 'man', 'person', 'soul', 'woman']"
4835,[''],luteinizing,['']
4836,[''],incubated,['']
4837,[''],gonadotrophin,['']
4838,[''],cytotoxic,['']
4839,[''],hela,['']
4840,[''],prostate,['']
4841,"['health', 'wholesomeness']",cancers,"['corruption', 'disease', 'malignancy', 'sickness', 'tumor']"
4842,[''],pbs,['']
4843,"['confine', 'detain', 'hold', 'imprison', 'keep', 'limit', 'restrain', 'retain', 'suppress']",releasing,"['clear', 'deliver', 'discharge', 'drop', 'free', 'issue', 'leak', 'surrender', 'loosening']"
4844,[''],schally,['']
4845,[''],gnrh,['']
4846,[''],hormone,"['condom', 'diaphragm', 'pill', 'hormone']"
4847,[''],isopropanol,['']
4848,[''],superbase,['']
4849,[''],chun,['']
4850,[''],pinewood,['']
4851,[''],acetone,['']
4852,[''],basicity,['']
4853,[''],δt,['']
4854,"['closure', 'closing', 'help', 'cure', 'fix', 'heal', 'assist', 'aid', 'mend', 'combine', 'disagree', 'dispute', 'reject', 'refuse', 'repudiate', 'hide', 'disavow', 'deny', 'conceal', 'green', 'inept', 'awkward', 'inexperienced', 'incapable', 'unskillful', 'unable', 'incompetent', 'unskilled', 'clumsy', 'unhandy', 'ignorant', 'trouble', 'problem', 'question', 'request', 'silence', 'quiet']",cracks,"['rift', 'fissure', 'chip', 'gap', 'split', 'fracture', 'breach', 'hole', 'chink', 'explosion', 'stroke', 'noise', 'shot', 'burst', 'chop', 'splinter', 'crash', 'injure', 'damage', 'pop', 'hurt', 'explode', 'snap', 'collapse', 'whack', 'slap', 'break', 'solve', 'accept', 'concede', 'confess', 'declare', 'profess', 'recognize', 'accomplished', 'adroit', 'capable', 'deft', 'proficient', 'skilled', 'skillful', 'versed', 'adept', 'artful', 'masterful', 'nimble', 'comment', 'explanation', 'feedback', 'interpretation', 'justification', 'key', 'observation', 'rebuttal', 'remark', 'report', 'resolution', 'response', 'result', 'return', 'sign', 'solution', 'statement']"
4855,[''],environments,"['climate', 'habitat', 'setting', 'situation', 'status', 'surroundings', 'ecosystem', 'atmosphere']"
4856,['ignorance'],atmosphere,"['air', 'pressure', 'climate', 'tone', 'mood', 'space', 'feel', 'character', 'scene', 'environment', 'surroundings', 'taste', 'place', 'aura', 'sense', 'ambience', 'flavor', 'feeling', 'quality', 'spirit', 'color', 'atmosphere', 'effect', 'look', 'aspect', 'scent', 'semblance', 'backdrop', 'culture', 'education', 'history', 'practice', 'qualification', 'tradition', 'training', 'upbringing']"
4857,"['help', 'please', 'delight', 'energize', 'refresh', 'invigorate', 'soothe', 'aid', 'sympathy', 'interest', 'feeling', 'concern', 'liveliness', 'energy', 'vigor', 'excitement']",fatigue,"['lethargy', 'weakness', 'weariness', 'exhaust', 'jade', 'disable', 'weaken', 'annoy', 'bother', 'fatigue', 'irk', 'irritate', 'tire', 'worry', 'apathy', 'disgust', 'ennui', 'indifference', 'monotony', 'tedium']"
4858,"['loss', 'debt', 'defeat', 'failure', 'forfeit', 'idleness']",acquisition,"['addition', 'gain', 'procurement', 'purchase', 'recovery', 'profit', 'donation', 'return', 'earnings', 'accomplishment', 'attainment', 'creation', 'deed', 'effort', 'feat', 'performance', 'realization', 'success', 'triumph', 'victory', 'acceptance', 'fulfillment']"
4859,[''],sdia,['']
4860,"['weaken', 'decrease']",pyramid,"['edifice', 'memorial', 'monolith', 'shrine', 'tomb', 'augment', 'deepen', 'exaggerate', 'heighten', 'intensify', 'magnify', 'strengthen', 'raise', 'uplift']"
4861,[''],mochena,['']
4862,[''],mogus,['']
4863,[''],larsson,['']
4864,"['bottom', 'nadir']",apex,"['apogee', 'culmination', 'pinnacle', 'distance', 'elevation', 'peak', 'apex', 'capstone', 'escalation', 'upsurge', 'height', 'ridge']"
4865,[''],symmetric,['']
4866,[''],harutyunyan,['']
4867,"['keep', 'hold', 'help', 'support', 'yield', 'disallow', 'dodge', 'discontinue', 'avoid', 'reject', 'refuse', 'assist', 'aid', 'surrender']",face,"['air', 'aspect', 'look', 'mask', 'surface', 'top', 'front', 'cheek', 'image', 'risk', 'confront', 'challenge', 'experience', 'fight', 'oppose', 'take', 'allow', 'meet', 'suffer', 'encounter', 'endure', 'watch', 'finish', 'annoy', 'buttonhole']"
4868,[''],tefera,['']
4869,[''],icosahedral,['']
4870,[''],nanocatalyst,['']
4871,[''],carbonized,['burn']
4872,[''],structuration,['']
4873,[''],pom,['']
4874,[''],sem,['']
4875,[''],nanocoil,['']
4876,[''],sn,['']
4877,[''],bhf,['']
4878,[''],bst,['']
4879,"['unconscious', 'mismanagement']",running,"['constant', 'functioning', 'working', 'alive', 'effective', 'operating', 'agency', 'authority', 'control', 'government', 'legislation', 'organization', 'policy', 'rule', 'awake', 'conscious', 'viable', 'conduct', 'charge', 'handling', 'management', 'manipulation', 'oversight', 'plan', 'strategy', 'transaction', 'treatment']"
4880,[''],exothermic,['']
4881,[''],cyclized,['']
4882,"['destroy', 'forget', 'hurt', 'ignore', 'neglect', 'unreasonable', 'prejudiced', 'partial', 'unjust', 'unfair', 'biased']",stabilized,"['balance', 'fix', 'maintain', 'preserve', 'secure', 'steady', 'sustain', 'equitable', 'fair']"
4883,"['question', 'request']",reactions,"['answer', 'attitude', 'backlash', 'feedback', 'feeling', 'opinion', 'reception', 'reply', 'return']"
4884,[''],aramid,['']
4885,"['disconnection', 'difference', 'unlikeness', 'dissimilarity']",identification,"['description', 'passport', 'recognition', 'testimony', 'brand', 'emblem', 'label', 'symbol', 'tag', 'union', 'identification', 'insignia', 'marker', 'medallion', 'pin', 'ribbon', 'stamp', 'token', 'badge', 'calendar', 'check', 'poster', 'program', 'sheet', 'ticket', 'analogy', 'connection', 'contrast', 'correlation', 'example', 'juxtaposition', 'observation', 'ratio', 'relation', 'resemblance', 'similarity', 'testing']"
4886,[''],molybdenite,['']
4887,[''],dgc,['']
4888,[''],stibnite,['']
4889,"['whole', 'possessions']",residuum,"['rest', 'vestige', 'residue', 'particle', 'remains', 'fragment', 'shred', 'bit', 'piece', 'slag', 'debris', 'silt', 'waste', 'trash', 'powder', 'impact', 'outcome']"
4890,[''],diffractions,['emission']
4891,[''],filip,['']
4892,[''],lm,['']
4893,[''],zircon,"['gem', 'jewel', 'rhinestone']"
4894,[''],rol,['']
4895,[''],stripes,"['ribbon', 'attire', 'costume', 'dress', 'garb', 'gown', 'khaki', 'regalia', 'robe', 'suit']"
4896,['stagnation'],flux,"['alteration', 'changeover', 'growth', 'modification', 'reconstruction', 'reorganization', 'switch', 'transformation', 'flood', 'river', 'stream', 'tide']"
4897,[''],chips,"['artisan', 'builder', 'cabinetmaker', 'laborer', 'woodworker', 'worker', 'bread', 'cabbage', 'lettuce', 'droppings', 'dung', 'feces', 'manure', 'urine', 'bill', 'capital', 'cash', 'check', 'fund', 'pay', 'payment', 'property', 'salary', 'wage', 'wealth']"
4898,"['fix', 'mend', 'lot', 'entirety', 'whole', 'perfection', 'cleanliness', 'clarity', 'blank', 'agreement', 'closure', 'closing', 'unite', 'combine']",chip,"['slice', 'wafer', 'splinter', 'chop', 'nick', 'crack', 'hack', 'whack', 'chunk', 'dose', 'fragment', 'item', 'part', 'portion', 'sample', 'shard', 'sliver', 'snippet', 'taste', 'trace', 'blot', 'blotch', 'bruise', 'discoloration', 'freckle', 'imperfection', 'pimple', 'scar', 'smudge', 'snag', 'stain', 'stigma', 'wart', 'rift', 'rupture', 'chisel', 'divide', 'engrave', 'etch', 'fashion', 'mold', 'sculpt', 'shape']"
4899,['together'],individually,"['alone', 'independently', 'personally', 'aside', 'individually', 'respectively', 'separately', 'negatively', 'variously', 'all', 'freely']"
4900,"['cramped', 'dwarf', 'empty', 'inconsiderable', 'insignificant', 'limited', 'little', 'miniature', 'miniscule', 'minor', 'minute', 'narrow', 'poor', 'restricted', 'short', 'slight', 'small', 'teeny', 'tiny', 'unimportant', 'bad', 'unrespectable', 'inadequate', 'intolerable', 'insufficient', 'unsuitable', 'rare', 'meager', 'scarce', 'sparse', 'lacking', 'wanting']",large,"['broad', 'considerable', 'enormous', 'extensive', 'full', 'generous', 'giant', 'gigantic', 'grand', 'great', 'hefty', 'huge', 'immense', 'massive', 'populous', 'sizable', 'spacious', 'substantial', 'vast', 'wide', 'adequate', 'common', 'decent', 'fair', 'respectable', 'sufficient', 'tolerable', 'abundant', 'bountiful', 'copious', 'expansive', 'plentiful', 'voluminous']"
4901,[''],kathyayini,['']
4902,"['big', 'enormous', 'huge', 'immense', 'important', 'large', 'raised', 'unreasonable', 'outrageous', 'liberal', 'full', 'substantial', 'significant', 'great', 'superior', 'rich', 'unlimited', 'excellent', 'expensive', 'excessive', 'enough', 'valuable', 'worthy', 'sufficient', 'adequate', 'wealthy', 'loud']",low,"['below', 'depressed', 'flat', 'little', 'small', 'poor', 'paltry', 'sparse', 'insignificant', 'deficient', 'inadequate', 'cheap', 'meager', 'modest', 'nominal', 'reasonable', 'moderate', 'rough', 'down', 'bad', 'weak', 'reduced', 'soft', 'quiet', 'wretched', 'listless', 'sickly', 'sad']"
4903,[''],acetylacetonate,['']
4904,[''],engenharia,['']
4905,[''],amounts,"['bulk', 'chunk', 'extent', 'load', 'lot', 'measure', 'number', 'supply', 'ton', 'volume', 'product', 'outlay', 'sum', 'budget', 'cost', 'output', 'expense', 'import', 'burden', 'result', 'value']"
4906,[''],molcm,['']
4907,[''],porto,['']
4908,[''],monometallic,['']
4909,[''],covering,"['covering', 'tent', 'carpet', 'cloak', 'coat', 'coating', 'comforter', 'layer', 'mat', 'quilt', 'rug', 'sheet']"
4910,[''],grafoil,['']
4911,[''],pcbs,"['microchip', 'motherboard']"
4912,[''],sumfleth,['']
4913,[''],kinds,"['brand', 'set', 'sort', 'type', 'variety', 'style', 'way', 'nature', 'number', 'manner', 'lot', 'description']"
4914,[''],wu,['']
4915,['freeze'],foamed,"['cream', 'froth', 'spray', 'lather', 'bubble', 'evaporate', 'poach', 'simmer', 'steam', 'stew', 'balloon', 'blob', 'droplet', 'foam', 'boil', 'swirl', 'condom', 'diaphragm', 'hormone', 'pill']"
4916,[''],jiangsu,['']
4917,[''],polylactide,['']
4918,"['strong', 'heavy', 'hard', 'coarse', 'unpliable', 'unadaptable', 'inflexible', 'difficult', 'unflexible', 'stiff', 'unhappy', 'rough', 'unbendable', 'intolerant', 'unyielding', 'rigid']",bendable,"['silky', 'comfortable', 'elastic', 'pliable', 'smooth', 'fluffy', 'spongy', 'comfy', 'rounded', 'plastic', 'creamy', 'thin', 'easy', 'mushy', 'flexible', 'supple', 'delicate', 'velvety']"
4919,[''],jaronicc,['']
4920,[''],dokko,['']
4921,[''],protic,['']
4922,[''],pci,['']
4923,[''],pyrrole,['']
4924,[''],watanbe,['']
4925,[''],μw,['']
4926,[''],yao,['']
4927,"['calm', 'mild', 'moderate']",te,"['fierce', 'intense', 'intensive', 'profound']"
4928,[''],csa,['']
4929,[''],singapore,['']
4930,[''],seebeck,['']
4931,[''],ngs,['']
4932,"['enduring', 'lasting', 'lengthy', 'long-lived', 'big', 'large', 'huge', 'enormous', 'sufficient', 'adequate', 'devious', 'nice', 'tactful', 'kind', 'polite']",short,"['abbreviated', 'brief', 'precise', 'short-lived', 'shortened', 'terse', 'small', 'thick', 'tiny', 'low', 'poor', 'limited', 'shy', 'slim', 'slender', 'tight', 'sharp', 'straight', 'fragile', 'crisp', 'brusque', 'candid', 'curt', 'explicit', 'forthright', 'matter-of-fact', 'outspoken', 'rude', 'trenchant']"
4933,"['straighten', 'build', 'help', 'fix', 'grow', 'clean', 'create', 'assist', 'aid', 'keep', 'ignore']",bend,"['flex', 'crouch', 'incline', 'veer', 'tilt', 'buckle', 'stoop', 'lean', 'bow', 'twist', 'curl', 'mold', 'sway', 'yield', 'blight', 'bruise', 'harm', 'impair', 'ruin', 'scar', 'spoil', 'stain', 'sully', 'taint', 'tarnish', 'wreck', 'corner', 'edge', 'intersection', 'slant', 'address', 'commit', 'devote', 'give', 'study', 'try', 'arch']"
4934,[''],sfgs,['']
4935,"['dull', 'inessential', 'optional', 'trivial', 'uncritical', 'unimportant', 'secure', 'safe', 'sure', 'certain', 'minor', 'unnecessary', 'secondary', 'voluntary', 'insignificant', 'happy', 'agreeable', 'great', 'nice', 'good', 'strong', 'true', 'OK', 'kind', 'pleasing', 'stable', 'wonderful', 'wholesome', 'healthful', 'pleasant', 'healthy', 'harmless', 'honest']",pressing,"['acute', 'compelling', 'critical', 'crucial', 'demanding', 'dire', 'immediate', 'imperative', 'insistent', 'serious', 'vital', 'dangerous', 'decisive', 'integral', 'perilous', 'pivotal', 'precarious', 'risky', 'significant', 'strategic', 'urgent', 'central', 'deciding', 'essential', 'momentous', 'necessary', 'pressing', 'touchy', 'alarming', 'bad', 'deadly', 'fatal', 'nasty', 'terrible', 'threatening', 'treacherous', 'unhealthy', 'unsafe', 'unstable']"
4936,[''],ff,['']
4937,"['conclusion', 'fan', 'spectator']",entry,"['access', 'entrance', 'opening', 'passage', 'admission', 'admittance', 'player', 'entrant', 'item', 'registration', 'approach', 'connection', 'entry', 'boulevard', 'channel', 'outlet', 'pathway', 'promenade', 'road', 'route', 'thoroughfare', 'exit', 'gate']"
4938,[''],lif,['']
4939,[''],pce,['']
4940,[''],etls,['']
4941,[''],etl,['']
4942,[''],pscs,['']
4943,[''],mastication,['']
4944,"['main', 'old', 'ordinary', 'normal', 'common', 'necessary', 'worn', 'usual', 'commonplace', 'used', 'needed', 'material', 'important', 'essential', 'relevant']",supplementary,"['ancillary', 'auxiliary', 'increased', 'combined', 'extra', 'joined', 'supplemental', 'supplementary', 'added', 'further', 'new', 'other', 'analytical', 'informative', 'interpretive', 'additional', 'extraneous', 'extraordinary', 'fresh', 'leftover', 'special', 'unnecessary', 'unused', 'immaterial', 'incidental', 'nonessential', 'superfluous', 'unconnected', 'unrelated']"
4945,[''],benzothiazolyl,['']
4946,[''],workability,['usefulness']
4947,[''],resilience,"['flexibility', 'rebound', 'elasticity', 'resilience', 'adaptability']"
4948,[''],sbr,['']
4949,[''],nhcs,['']
4950,[''],jis,['']
4951,[''],vulcanization,['']
4952,"['active', 'alert', 'busy', 'energetic', 'lively', 'moving']",mooney,"['heavy', 'inactive', 'lethargic', 'listless', 'slack', 'slow', 'stagnant']"
4953,"['tidy', 'orderly', 'neat', 'fresh', 'smooth', 'calm', 'simple', 'easy', 'sound', 'reasonable', 'balanced', 'sane', 'rational']",disordered,"['disheveled', 'run-down', 'seedy', 'threadbare', 'untidy', 'feathery', 'fluffy', 'fuzzy', 'hairy', 'leafy', 'luxuriant', 'unruly', 'wiry', 'anarchic', 'disorganized', 'helter-skelter', 'lawless', 'tumultuous', 'turbulent', 'complicated', 'convoluted', 'disturbing', 'intricate', 'obscure', 'perplexing', 'sophisticated', 'crazed', 'insane', 'mad', 'maniacal', 'manic', 'unhinged']"
4954,[''],re,['']
4955,"['direct', 'neglect', 'miss', 'fail', 'ignore', 'disorganize', 'destroy']",stages,"['lap', 'leg', 'moment', 'phase', 'point', 'standing', 'step', 'arena', 'set', 'theater', 'scene', 'spotlight', 'do', 'play', 'organize', 'perform', 'mount', 'execute', 'open', 'present', 'orchestrate']"
4956,"['advanced', 'auxiliary', 'extra', 'inessential', 'inferior', 'last', 'minor', 'nonessential', 'secondary', 'subordinate', 'trivial', 'unimportant', 'insignificant', 'unnecessary']",primary,"['constitutional', 'dominant', 'elementary', 'essential', 'fundamental', 'immediate', 'initial', 'leading', 'main', 'prime', 'principal', 'underlying', 'vital', 'elemental', 'key', 'necessary', 'primary', 'primitive', 'central']"
4957,[''],ruemmeli,['']
4958,[''],falk,['']
4959,"['important', 'significant', 'useful', 'valuable', 'worthwhile', 'strong', 'beginning', 'unlikely']",secondary,"['inferior', 'insignificant', 'trivial', 'unimportant', 'additional', 'ancillary', 'defenseless', 'poor', 'reliant', 'vulnerable', 'conditional', 'consequent', 'inevitable', 'possible', 'prospective', 'ultimate']"
4960,[''],nerushev,['']
4961,[''],dusting,"['purification', 'sanitation', 'sterilization', 'washing', 'blanket', 'coat', 'crust', 'glaze', 'layer', 'membrane', 'patina', 'sheet', 'skin', 'varnish', 'veneer', 'beating', 'rout', 'thrashing', 'trouncing', 'whipping', 'housekeeping', 'sewing']"
4962,[''],schaeffel,['']
4963,[''],eels,['']
4964,[''],heterojunction,['']
4965,[''],cya,['']
4966,[''],coralloid,['']
4967,[''],teoa,['']
4968,[''],cnl,['']
4969,[''],cnat,['']
4970,[''],dess,['']
4971,[''],nanocages,['']
4972,[''],cnu,['']
4973,[''],ifthikar,['']
4974,[''],environmental,"['natural', 'real', 'substantial', 'indirect', 'inconclusive', 'coincidental', 'circumstantial', 'dependent', 'environmental', 'specific']"
4975,[''],persulfates,['']
4976,[''],superlattice,['']
4977,[''],mgal,['']
4978,[''],gl,['']
4979,[''],nonradical,['']
4980,[''],jawad,['']
4981,[''],monolayered,['']
4982,[''],persulfate,['']
4983,[''],ch,['']
4984,"['whole', 'inspirit', 'encourage', 'lose', 'surrender']",birch,"['baton', 'cane', 'cylinder', 'ingot', 'pin', 'shaft', 'slab', 'stick', 'wedge', 'bat', 'bar', 'wand', 'club', 'rod', 'stalk', 'strip', 'truncheon', 'nightstick', 'pummel', 'overwhelm', 'rout', 'trounce', 'spank', 'crush', 'clobber', 'defeat', 'paste', 'maul', 'whip', 'beat', 'thrash', 'bash', 'lash']"
4985,[''],fluorographite,['']
4986,[''],hhg,['']
4987,[''],hglh,['']
4988,[''],nak,['']
4989,[''],ethylenediamine,['']
4990,[''],mechanisms,"['instrument', 'structure', 'system', 'tool', 'agency', 'process', 'technique', 'operation', 'procedure']"
4991,[''],minton,['']
4992,[''],aiaa,['']
4993,[''],poovathingal,['']
4994,['stagnation'],fluxes,"['alteration', 'changeover', 'growth', 'modification', 'reconstruction', 'reorganization', 'switch', 'transformation', 'flood', 'river', 'stream', 'tide']"
